score	text
6721	Sometimes, my wife makes it *too* easy. "I need to call the doctor today." "Which doctor?" "No, the regular kind."
6713	People who rob jewelry stores and banks are pretty bad. But people who rob bakeries really take the cake.
6688	I love politically incorrect jokes. Here's my favorite. Benjamin Franklin was a great President.
6675	My friend told me he was Jewish. I was like, "No way!" And he was like, "Yahweh."
6673	The Only Thing Flat-Earthers Fear... is sphere itself.
6666	The year 2020 is going to be filled with so many puns about perfect vision I can just see it now.
6664	Guys, to be frank I would have to change my name
6664	I just caught a glimpse of my wife wearing her sexy underwear. This can only mean one thing. Today is laundry day.
6655	I bought shoes from a drug dealer once... I don't know what he laced them with but I was tripping all day.
6655	KID: "Dad, make me a sandwich!" DAD: "Poof, you're a sandwich!"
6636	My daughter was having a pretend dinner party with her teddy bear... She asked, "Do you want anything to eat, Mr. Bear?" In my best bear voice, I replied, "No thanks, I'm stuffed."
6634	I was once in a band called 999 megabytes. We could never quite get a gig.
6627	I love the way the earth rotates. It really makes my day.
6603	I broke my finger today But on the other hand im fine
6598	What happens if you throw a Finnish sailor overboard? Helsinki
6594	What do u call an elephant that doesn't matter? irrelephant ...,,,,That was the most stupidest joke ,sorry
6585	100 years ago everyone owned horses and only the rich drove cars These days everyone drives cars and only the rich own horses. Oh how the stables have turned.
6548	I don't often tell dad jokes, But when I do, he laughs
6517	Juggling seems fun But I just don't have the balls to do it
6494	The three unwritten rules of life. 1. 2. 3.
6487	What's blue and not heavy Light blue
6475	I made a graph for my past relationships. It has an ex-axis and a why-axis.
6460	Did you hear about the train robbery down in Mexico? They said the robber had a loco-motive.
6450	My neighbor blamed my gravel for making him fall... But it was his dumb asphalt...
6429	Why are people talking about Mayweather? It's August
6420	Evolution is so strange. Dolphins started off as sea creatures, then evolved to have legs, only to eventually return to the sea and lose them. Kinda defeets the porpoise, don't you think?
6386	Why do bees have sticky hair? Because they use honeycombs!
6376	My wife wants me to be more sensitive. So I got her abacus beads for her birthday. She said, "What the hell are these?" I said, "It's the little things that count."
6373	What do you call a comedian who can't remember the punchline Idk I'm the one who's asking
6371	Every time we go over a railroad crossing, I tell my kids... "Hey, a train just went by!" "How do you know daddy?" "Because its tracks are still here!"
6369	I broke my finger yesterday... ... on the other hand, I'm okay.
6367	How did the people behind the latest hack escape? They ransomware.
6330	Once a man assaulted me with milk, butter, and cheese. How dairy.
6322	My wife warned me not to steal the kitchen utensils But it's a whisk I'm willing to take.
6321	My wife was really mad at the fact that I have no sense of direction. So I packed my bags and right.
6313	Two potatoes on the street, which one is the prostitute? The one that says Idaho
6305	In memory of my Dad, here's his favorite joke: Whats the difference between roast beef and pea soup? Anyone can roast beef.
6303	What do you call a sleepwalking nun? A roamin' Catholic.
6292	I got lost when finding my partner at the last BDSM party... Oops, wrong sub
6273	I need help with my sewing Oops, wrong thread.
6270	I farted in the Apple store, and everyone got mad. It's not my fault that they didn't have Windows.
6250	People in Athens hate getting up early Because dawn is tough on Greece
6248	David Hasselhoff has started to refer to himself as Hoff. It's less of a hassle.
6241	My Dad died due to us not being able to remember his blood type. As he died, he kept insisting that we "be positive", but it's hard without him.
6226	I gave up my seat to a blind person on the bus. That's how I lost my job as a bus driver.
6218	Why didnt the toilet paper cross the road? It got stuck in a crack.
6209	What kind of fire leaves a room damp? A humidifire.
6197	Somebody should market a beer called "Occasionally". So when asked, I can say, "I only drink occasionally".
6196	Of all my body parts, my fingers are the most reliable. I can always count on them.
6179	What do you get when you cross the Atlantic with the Titanic About halfway there
6172	I have a playlist of songs from Eminem, The Cranberries, and the Peanuts. I named it The Trail Mix.
6166	What's Justin Timberlake's favorite part of Ukraine? The Crimea River
6146	Why did Waldo wear stripes? Cause he didn't want to be spotted!
6110	You might not believe that today is Canada's 150th birthday. It's Trudeau.
6096	A man tried to sell me a coffin today. I told him that's the last thing I need. This joke has me dead.
6051	A man on one side of a river shouts to a man standing on the other side, "Hey, how do I get to the other side of the river?" The other man responds, "You are on the other side of the river."
6017	What's the fastest liquid on earth? Milk. Its pasteurized before you can see it
5990	It's a five minute walk from my house to the pub. It's a 35 minute walk from the pub to my house. The difference is staggering
5982	My friend couldn't afford to pay his water bill. So I sent him a "get well soon" card.
5969	A traffic cop went to the trouble of leaving a note under the wipers to let me know I'd positioned my car correctly. It said "Parking fine". So that was nice.
5962	My wife refuses to go to Karaoke with me. I have to duet alone.
5961	Why did the hipster drown? He went ice skating on the pond before it was cool
5957	What do you call a magical bra? An abracadabra.
5955	I said to my wife, "They say that childbirth is the most painful thing someone can experience..." "Now, maybe I was too young to remember, but I didn't think it hurt that much."
5945	I walked in on my wife yelling that she hated low lying clouds... I hadn't the foggiest idea what I mist.
5933	Right after we sat down for dinner, the waiter said, "Would you like to hear today's special?" I said, "Yes please, thanks." The waiter responded: Today is special.
5932	Today I learned that humans eat more bananas than monkeys..... And I gotta say that's true because I can't remember the last time I ate a monkey
5926	My daughter yesterday: "Dad you're like a social vegan..." "You avoid 'meet' whenever possible". Clearly I've raised her well.
5895	Orion's Belt is a huge waist of space. Terrible joke, only 3 stars. Edit: I've been told there is a triple star system and a binary pair so it may be 6 star joke
5889	How do you know how heavy a red hot chili pepper is? Give it a weigh, give a weigh, give it a weigh now...
5865	Found a joke I think is really underrated Rated A joke
5859	I saw an ad in a shop window, "Television for sale, $1, volume stuck on full", I thought "I can't turn that down."
5859	Its important to keep some candy in your pocket at all times. It could be a lifesaver.
5830	LPT: If you accidentally drop ice cubes on the floor, quietly slip them under the refrigerator. Soon it will be water under the fridge.
5830	The Sun and Moon walked into a coffee shop today... Sun: "Oh man, I forgot my wallet!" Moon: "Don't worry, I'll cover you."
5820	Doctor: You have a severe iron deficiency. Me: How did you know? I just walked in! Doctor: Your shirt is all wrinkled.
5816	My son just became a father for the first time today... And in passing on the paternal torch, when he asked me where I kept all my dad jokes, I told him...they were stored in my dadabase....
5802	I don't like people who take drugs... For example, airport security.
5801	Why do you never see hippos hiding in trees? Because they're very good at it.
5788	What did the drummer name his twin daughters? Anna One....Anna Two
5785	2 is a very unique number It became prime against all odds.
5776	Why did the stadium get so hot after the game? Because all the fans left.
